name,cuisine,location,rating,num_of_rating,price_for_two
Chawla Refreshment,"Beverages, Ice Cream","MAIN ROAD GEETA COLONY EAST DELHI
, Krishna Nagar",3.4,20+ ratings,₹ 150
DELHI WAH JI WAH,"Tandoor, Snacks","GTB Nagar, Vijay Nagar",3.4,20+ ratings,₹ 200
Metro Fast Food,Chinese,"Delhi University-GTB Nagar, New Delhi",3.4,20+ ratings,₹ 150
Dallcheeni,Indian,"Vijay nagar, Kalyan Vihar",3.4,20+ ratings,₹ 300
Chander Dhaba,North Indian,"Mathura Road, Sunlight Colony",3.4,50+ ratings,₹ 200
Mad over momos,"Chinese, Indian","Yashwant place, Chanakyapuri",3.4,20+ ratings,₹ 500
U Like,North Indian,"Paharganj, Paharganj",3.4,20+ ratings,₹ 250
Gupta Foods,"North Indian, Chinese","Middle circle, Connaught Place",3.4,20+ ratings,₹ 300
Mehfil Biryani by Zakir Khan,"Biryani, Mughlai","Kirti Nagar, Kirti Nagar",3.3,20+ ratings,₹ 350
Krishna fast food center,"Chinese, Fast Food","Ashok Vihar Delhi, Ashok Vihar",3.3,50+ ratings,₹ 250
PRINCE  POINT,"Indian, Chinese","Laxmi Nagar, Krishna Nagar",3.3,20+ ratings,₹ 200
Prince Cafe,"Fast Food, South Indian","Krishna nagar, Krishna Nagar",3.3,50+ ratings,₹ 200
Moti Mahal Delux Legendary Culinary,"Mughlai, North Indian","South Extension II, South Extension Ii",3.3,20+ ratings,₹ 1200
Tandoori Tadka,"North Indian, Chinese","Defence Enclave, Swasthya Vihar",3.3,50+ ratings,₹ 250
GARHWAL MAHAK CHINESE FOOD,North Indian,"South Extension, Ina Colony",3.3,20+ ratings,₹ 300
BIHAR DHABA,North Indian,"Mayur Vihar, Patparganj",3.3,20+ ratings,₹ 200
Wok 88,Chinese,"lajpat nagar-1, Lajpat Nagar",3.3,20+ ratings,₹ 500
grill out tandoor and fast food,"Tandoor, Chinese","SHAKARPUR, SHAKARPUR",3.3,20+ ratings,₹ 350
Ram ji Samose wala,Snacks,"Laxmi Nagar, Shakarpur Khas",3.3,100+ ratings,₹ 150
CHAUBARA,"Continental, Italian","Connaught Place, Connaught Place",3.3,20+ ratings,₹ 250
Gupta Restaurant,"North Indian, South Indian","Gole market, Gole Market",3.3,100+ ratings,₹ 200
Burger Bites,"Chinese, Continental","Ashok Vihar, Ashok Vihar",3.2,20+ ratings,₹ 300
Ghoomar traditional thali restaurant,Indian,"Connaught Place, Connaught Place",3.2,50+ ratings,₹ 700
HIRA SWEET LAL QUARTER,"Sweets, Snacks","Laxmi Nagar, Laxmi Nagar",3.1,20+ ratings,₹ 250
Super Subs,"Desserts, Salads","GTB Nagar, Mukherjee Nagar",3.1,20+ ratings,₹ 300
Hot & Spot Fast Food,"Chinese, Fast Food","GTB Nagar, Gtb Nagar",3.1,20+ ratings,₹ 200
AGGARWAL SWEETS,"Snacks, Sweets","Shahdara, Shahdara",3.1,20+ ratings,₹ 200
Bewafa Biryani Wala,"Chinese, North Indian","Mayur Vihar, Vinod Nagar North",3.1,20+ ratings,₹ 200
Shin Shin Chinese,"Chinese, Oriental","GTB, Delhi University-GTB Nagar",3.0,100+ ratings,₹ 200
Noor Hyderabadi,Indian,"GTB Nagar, Mukherjee Nagar",3.0,20+ ratings,₹ 250
Dah,Desserts,"Defence Colony, Defence Colony",3.0,20+ ratings,₹ 400
Gulati's Kitchen,"North Indian, Snacks","Connaught Place, Connaught Place",3.0,20+ ratings,₹ 200
Super Subs,"Desserts, Salads","GTB Nagar, Mukherjee Nagar",3.1,20+ ratings,₹ 300
Hot & Spot Fast Food,"Chinese, Fast Food","GTB Nagar, Gtb Nagar",3.1,20+ ratings,₹ 200
AGGARWAL SWEETS,"Snacks, Sweets","Shahdara, Shahdara",3.1,20+ ratings,₹ 200
Bewafa Biryani Wala,"Chinese, North Indian","Mayur Vihar, Vinod Nagar North",3.1,20+ ratings,₹ 200
Shin Shin Chinese,"Chinese, Oriental","GTB, Delhi University-GTB Nagar",3.0,100+ ratings,₹ 200
Noor Hyderabadi,Indian,"GTB Nagar, Mukherjee Nagar",3.0,20+ ratings,₹ 250
Dah,Desserts,"Defence Colony, Defence Colony",3.0,20+ ratings,₹ 400
Gulati's Kitchen,"North Indian, Snacks","Connaught Place, Connaught Place",3.0,20+ ratings,₹ 200
SPICES OF SOUTH,"Fast Food, South Indian","Laxmi Nagar, Krishna Nagar",2.9,50+ ratings,₹ 150
Chinese potli,Indian,"Laxmi Nagar, Krishna Nagar",2.9,20+ ratings,₹ 80
Dosto Di Hatti,North Indian,"Laxmi Nagar, kailash Nagar",2.9,20+ ratings,₹ 75
Bikaner sweets,"Desserts, Fast Food","Laxmi Nagar, Geeta Colony",2.9,50+ ratings,₹ 430
Cake Room,"Fast Food, Bakery","Kishan Gunj, Laxmi Nagar",2.9,20+ ratings,₹ 250
THE BIRYANI INC,"Biryani, Beverages","Mayur Vihar, Vinod Nagar North",2.8,20+ ratings,₹ 200
Hari OM Chaapwala,"Indian, Thalis","Mayur Vihar, Mayur Vihar",2.8,50+ ratings,₹ 150
Vaishnav dhaba,North Indian,"Lajpat Nagar, Sunlight Colony",2.7,20+ ratings,₹ 250
Hello G Sas Kitchen,"Biryani, Indian","Paharganj, Delhi",2.3,500+ ratings,₹ 250
Ham Burger,Beverages,"gtb nagar, Mukherjee Nagar",2.2,20+ ratings,₹ 150
Big Fat Rollz,"Street Food, Fast Food","Dwarka Mor, Kirti Nagar Industrial Area, Kirti Nagar",--,Too Few Ratings,₹ 200
VISHNU PIZZA POINT,Indian,"Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 300
Flavors Of Delhi,"Opens next at 4:30 pm, todayNorth Indian, Fast Food","South Extension, South Extension",--,Too Few Ratings,₹ 300
Yaara Da Adda,"Chinese, Indian","Laxmi Nagar, Krishna Nagar",--,Too Few Ratings,₹ 250
Shah Ji Kulcha,"Snacks, Tandoor","Krishna Nagar, Krishna Nagar",--,Too Few Ratings,₹ 200
MAHAK VADA PAV,"Street Food, Snacks","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200
JACK IN THE BOX,"Street Food, Snacks","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 250
MALL OF FOOD,"Indian, Chinese","GTB Nagar, Gujranwala town",--,Too Few Ratings,₹ 200
TKs Oriental Grill - Hyatt regency,Japanese,"R.K Puram, Rama Krishna Puram",--,Too Few Ratings,₹ 600
REVATHI's FUSION KITCHEN..,"Opens next at 5 pm, todayIndian","South Extension, South Extension",--,Too Few Ratings,₹ 300
Chah Shala,"Italian-American, Fast Food","GTB Nagar, GTB Nagar",--,Too Few Ratings,₹ 250
The China Kitchen - Hyatt Regency,Chinese,"R.K Puram, South Campus",--,Too Few Ratings,₹ 600
D3 - DHABA DILLI DA,Indian,"GTB Nagar, GTB Nagar",--,Too Few Ratings,₹ 250
PRINCE FAST FOOD,Indian,"Laxmi Nagar, Krishna Nagar",--,Too Few Ratings,₹ 400
Rock N' Roll Restro,"Italian-American, Chinese","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200
Cafe - Hyatt Regency,"Indian, American","R.K Puram, Rama Krishna Puram",--,Too Few Ratings,₹ 600
Sidewalk - Hyatt Regency,"Bakery, Desserts","R.K Puram, Rama Krishna Puram",--,Too Few Ratings,₹ 600
Spoon Full Of Flavors,Indian,"Ashok Vihar, Ashok Vihar",--,Too Few Ratings,₹ 250
La Piazza - Hyatt regency Delhi,Italian,"R.K Puram, Rama Krishna Puram",--,Too Few Ratings,₹ 600
Rock N Roll Cafe,"Snacks, Fast Food","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200
Butter chicken babe,"North Indian, Biryani","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 500
El Bueno Coffee Roasters,Beverages,"Kirti Nagar, Kirti Nagar",--,Too Few Ratings,₹ 500
Radhey Krishna Choley Bhature,"Opens next at 8:30 am, tomorrowNorth Indian, Punjabi","Kirti Nagar, Kirti Nagar",--,Too Few Ratings,₹ 150
Punjabi By Nature,Indian,"Kirti Nagar Industrial Area, Kirti Nagar",--,Too Few Ratings,₹ 1300
AMRITSARI BREAK FAST HUT,"Opens next at 8:30 am, tomorrowPunjabi","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 150
Desi Swaad Restaurant,North Indian,"Ashok Vihar, Ashok Vihar",--,Too Few Ratings,₹ 300
THE CAFE FINOM,"Continental, Chinese","GTB Nagar, Mukherjee Nagar",--,Too Few Ratings,₹ 300
THE 3 STOREY MULTICUISINE RESTAURANT,Indian,"KRISHNA NAGAR, Laxmi Nagar",--,Too Few Ratings,₹ 400
Super Express,"South Indian, Chinese","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 100
MATHURA VEG BIRYANI,Biryani,"Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200
CHINESE BYTE,"Chinese, Indian","Laxmi Nagar, Krishna Nagar",--,Too Few Ratings,₹ 200
Pizza Never Lies,"Pizzas, Desserts","South Campus, South Campus",--,Too Few Ratings,₹ 350
Uncle Cake & Bake,"Bakery, Snacks","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 150
RAJASTHANI ICE CREAM & PAW BHAJI,"Ice Cream, Desserts","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 350
The Cheesy Story,"Fast Food, Beverages","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 350
Momos World,"Chinese, Fast Food","Ashok Vihar, Ashok Vihar",--,Too Few Ratings,₹ 300
Chill Maaro,"Fast Food, Chinese","Ashok Vihar, Ashok Vihar",--,Too Few Ratings,₹ 200
Badshah Pao Bhaji,Indian,"Ashok Vihar, Ashok Vihar",--,Too Few Ratings,₹ 300
Ludo Lalit,"Chinese, American","Ashok Vihar, Ashok Vihar",--,Too Few Ratings,₹ 300
Chakhna Lo India,"Indian, Snacks","Kirti Nagar, Inderpuri",--,Too Few Ratings,₹ 350
Momos Hub,Chinese,"Ashok Vihar, Ashok Vihar",--,Too Few Ratings,₹ 300
Mahendra sudh khana,"North Indian, Beverages","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 250
Home Food Kitchen,Indian,"Ashok Vihar,  Kanahaiya Nagar",--,Too Few Ratings,₹ 150
KHANNA JUICE CORNER,"Beverages, Ice Cream","Krishna Nagar, Krishna Nagar",--,Too Few Ratings,₹ 150
Food Hub,"North Indian, Chinese","Ashok Vihar, Ashok Vihar",--,Too Few Ratings,₹ 300
Breakfast Corner,North Indian,"Chander Nagar, Krishna Nagar",--,Too Few Ratings,₹ 200
Ludo Lalit,"Chinese, American","Ashok Vihar, Ashok Vihar",--,Too Few Ratings,₹ 300
Chakhna Lo India,"Indian, Snacks","Kirti Nagar, Inderpuri",--,Too Few Ratings,₹ 350
Momos Hub,Chinese,"Ashok Vihar, Ashok Vihar",--,Too Few Ratings,₹ 300
Mahendra sudh khana,"North Indian, Beverages","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 250
Home Food Kitchen,Indian,"Ashok Vihar,  Kanahaiya Nagar",--,Too Few Ratings,₹ 150
KHANNA JUICE CORNER,"Beverages, Ice Cream","Krishna Nagar, Krishna Nagar",--,Too Few Ratings,₹ 150
Food Hub,"North Indian, Chinese","Ashok Vihar, Ashok Vihar",--,Too Few Ratings,₹ 300
Breakfast Corner,North Indian,"Chander Nagar, Krishna Nagar",--,Too Few Ratings,₹ 200
The Cake Store,Bakery,"Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 300
Jyoti Chaat Corner,Chaat,"Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200
DELHI ZAIKA,Indian,"Laxmi Nagar, Krishna Nagar",--,Too Few Ratings,₹ 200
SHAMMI BHAI LASSI WALA,"Chinese, Snacks","GTB Nagar, GTB Nagar",--,Too Few Ratings,₹ 250
GURU JI RASOI,"North Indian, Chinese","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 150
CHAYKALA,"North Indian, Fast Food","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 200
MAA KI RASOI,Indian,"Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200
Lizza's Pizza,"Fast Food, Beverages","South Extension, South Extension",--,Too Few Ratings,₹ 250
Hum Sabki Rasoi,"North Indian, Chinese","Kirti Nagar, Kirti Nagar",--,Too Few Ratings,₹ 300
Singh Dhaba,"North Indian, Chinese","Kirti Nagar, Kirti Nagar",--,Too Few Ratings,₹ 250
Food Sip N Bite,Fast Food,"Ashok Vihar, Ashok Vihar",--,Too Few Ratings,₹ 300
Krishna tiffin service,Indian,"Ashok Vihar, Ashok Vihar",--,Too Few Ratings,₹ 250
Punjabi Shahi Veg Biryani,Biryani,"Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200
Crispy Delight Bakers,Italian-American,"Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 250
Wack Waffles & Brownies,"Waffle, Bakery","GTB Nagar, GTB Nagar",--,Too Few Ratings,₹ 250
Panda Momos,"Chinese, Tibetan","GTB Nagar, GTB Nagar",--,Too Few Ratings,₹ 200
Desi Chaska,"Chinese, Snacks","Krishna Nagar, Krishna Nagar",--,Too Few Ratings,₹ 200
Chinese Food Plaza,Chinese,"Shahdara, Laxmi Nagar",--,Too Few Ratings,₹ 300
Jenny's Brownies,"Bakery, Desserts","GTB Nagar, GTB Nagar",--,Too Few Ratings,₹ 250
Brijwasi sweets snacks,"Sweets, Desserts","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 100
FOODOOZE BY PLATONIC,"Chinese, North Indian","South Campus, South Campus",--,Too Few Ratings,₹ 300
Bakery 24/7,Indian,"Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 400
M/S. PUNJABI TADKA,North Indian,"South Campus, South Campus",--,Too Few Ratings,₹ 300
Ashok Meat,North Indian,"Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 600
Bakery 24/7,Indian,"Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 400
M/S. PUNJABI TADKA,North Indian,"South Campus, South Campus",--,Too Few Ratings,₹ 300
Ashok Meat,North Indian,"Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 600
MANI'S CHICKEN INN,"North Indian, Chinese","Chwala chicken near Laxmi Nager, Geeta Colony Police station Opposite",--,Too Few Ratings,₹ 200
Khichdi Paradise,"Healthy Food, Home Food","GTB Nagar, GTB Nagar",--,Too Few Ratings,₹ 250
Magic Pancakes,"Beverages, Desserts","GTB Nagar, GTB Nagar",--,Too Few Ratings,₹ 250
CHAIMOS (A UNIT OF QDM GROUP),"Chinese, Snacks","South Campus, South Campus",--,Too Few Ratings,₹ 200
Meatwale. Com,Snacks,"KRISHNA NAGAR, MAIN JHEEL ROAD, Krishna Nagar",--,Too Few Ratings,₹ 300
Dalgrak,Korean,"Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 700
The bowl club by Pind Balluchi,Indian,"Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 600
Winzo Foods,"North Indian, Snacks","South Campus, South Moti Bagh",--,Too Few Ratings,₹ 250
Delicious Dhaba,"North Indian, Chinese","Kirti Nagar, Kirti Nagar",--,Too Few Ratings,₹ 300
Sandwich Maniac,"Continental, Beverages","Uday Park, South Extension Ii",--,Too Few Ratings,₹ 300
Mahi Ka Restaurant ,Indian,"Arjun Nagar New Delhi, Hauz Khas",--,Too Few Ratings,₹ 300
Pind De Chur Chur Naan by Pind Balluchi,North Indian,"Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 600
Green Life Cafe,Healthy Food,"Kirti Nagar, Moti Nagar",--,Too Few Ratings,₹ 200
Sahil Restaurant,"Chinese, North Indian","South Extension, South Extension Ii",--,Too Few Ratings,₹ 300
Foodie Mania,Fast Food,"Hauz Khas, Hauz Khas",--,Too Few Ratings,₹ 350
The Rice & Noodle House,"Chinese, Asian","South Extension, South Extension",--,Too Few Ratings,₹ 400
Sharma Ji Ke Mashoor Chole Bhature,"North Indian, Chinese","South Extension, South Extension",--,Too Few Ratings,₹ 150
MDH MASALA LEGENDRY CULINERY KITCHEN SINCE 1960,Indian,"Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 250
THE FOOD LOVER,Indian,"Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 250
AKIB CHICKEN BIRYANI POINT,"Biryani, Indian","South Extension, South Extension",--,Too Few Ratings,₹ 300
Tim Tim Foods,Pizzas,"Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 100
Innings Break Cafe,"Italian, Fast Food","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 400
Cake Studio,Bakery,"South Extension, South Extension",--,Too Few Ratings,₹ 350
Chaap Story,"North Indian, Chinese","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 500
MOOLCHANDWALA,"North Indian, Snacks","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 250
Rajshrees Kitchen,"North Indian, Chinese","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 500
Backstreet Cafe,"Italian, Fast Food","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 300
Embassy Hudson,"Chinese, Pastas","GTB Nagar, Gtb Nagar",--,Too Few Ratings,₹ 600
IMYAPA,"Bakery, Desserts","South Extension, South Extension",--,Too Few Ratings,₹ 500
Chaap Story,"North Indian, Chinese","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 500
MOOLCHANDWALA,"North Indian, Snacks","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 250
Rajshrees Kitchen,"North Indian, Chinese","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 500
Backstreet Cafe,"Italian, Fast Food","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 300
Embassy Hudson,"Chinese, Pastas","GTB Nagar, Gtb Nagar",--,Too Few Ratings,₹ 600
IMYAPA,"Bakery, Desserts","South Extension, South Extension",--,Too Few Ratings,₹ 500
Aahaaa,"Chinese, North Indian","Laxmi Nagar, Geeta Colony",--,Too Few Ratings,₹ 200
Food Feast Bakery,Bakery,"Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 300
Love At First Bite,Bakery,"South Campus, South Campus",--,Too Few Ratings,₹ 200
APS KITCHEN,"South Indian, Snacks","GTB Nagar, GTB Nagar",--,Too Few Ratings,₹ 200
The Food Jinn,"Opens next at 1:30 pm, tomorrowFast Food, American","South Extension, South Extension",--,Too Few Ratings,₹ 150
PIZZA BURGER PLAZA,"Pizzas, Fast Food","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 250
MOHIT RESTAURANT,"North Indian, Chinese","South Extension, South Extension",--,Too Few Ratings,₹ 250
Nice Pizza Sweet Corner,"Pizzas, Italian-American","Shahdara, Shahdara",--,Too Few Ratings,₹ 200
Zaika Chicken Biryani,"Biryani, North Indian","South Campus, SATYA NIKETAN",--,Too Few Ratings,₹ 200
AAMA KO KITCHEN,"Chinese, Snacks","South Campus, South Campus",--,Too Few Ratings,₹ 300
MOHIT RESTAURANT,"North Indian, Chinese","South Extension, South Extension",--,Too Few Ratings,₹ 250
Nice Pizza Sweet Corner,"Pizzas, Italian-American","Shahdara, Shahdara",--,Too Few Ratings,₹ 200
Zaika Chicken Biryani,"Biryani, North Indian","South Campus, SATYA NIKETAN",--,Too Few Ratings,₹ 200
AAMA KO KITCHEN,"Chinese, Snacks","South Campus, South Campus",--,Too Few Ratings,₹ 300
Foodies Point,"North Indian, Indian","GTB Nagar, GTB Nagar",--,Too Few Ratings,₹ 350
The Cake Couture,Bakery,"South Extension, South Extension",--,Too Few Ratings,₹ 350
MrFoodCrown,"Fast Food, Italian","GTB Nagar, GTB Nagar",--,Too Few Ratings,₹ 200
Aar Par Fast Food & Pizza Junction,"Pizzas, North Indian","Shahdara, Shahdara",--,Too Few Ratings,₹ 150
Humpty Dumpty (Rice Bowl & Momos) ,"Chinese, Biryani","South Extension, South Extension",--,Too Few Ratings,₹ 99
WAGH BAKRI TEA LOUNGE,"Fast Food, Beverages","Kirti Nagar, Kirti Nagar",--,Too Few Ratings,₹ 500
CHINESE WOW,"Chinese, Asian","Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 250
BIRYANI TALES,Biryani,"Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 250
Kitchen & Chicken,"Opens next at 11 am, tomorrowChinese","South Extension 2, South Extension Ii",--,Too Few Ratings,₹ 300
ADAE HAANDI,"Indian, Chinese","South Campus, South Campus",--,Too Few Ratings,₹ 800
ABONGZAA,"Continental, Chinese","GTB Nagar, GTB Nagar",--,Too Few Ratings,₹ 250
Food on mood,Indian,"GTB Nagar, GTB Nagar",--,Too Few Ratings,₹ 150
Bella Rossa,"Indian, Tandoor","GTB Nagar, GTB Nagar",--,Too Few Ratings,₹ 1100
Mama's Buoi,"Continental, Beverages","GTB Nagar, GTB Nagar",--,Too Few Ratings,₹ 500
Sub Singh,"Salads, Beverages","GTB Nagar, GTB Nagar",--,Too Few Ratings,₹ 500
Cafe Taurtilla,"Fast Food, Chinese","GTB Nagar, GTB Nagar",--,Too Few Ratings,₹ 300
Daadi Ki Rasoi,"Fast Food, Beverages","Ashok Vihar, Ashok Vihar",--,Too Few Ratings,₹ 250
Katyal Fast Food,"North Indian, Indian","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200
The shake cafe,Beverages,"Laxmi Nagar, Geeta colony",--,Too Few Ratings,₹ 200
YO YO MOMOS,Tibetan,"Laxmi Nagar, Geeta Colony",--,Too Few Ratings,₹ 99
Nice Pizza Point,"Pizzas, Fast Food","Shahdara, Laxmi Nagar",--,Too Few Ratings,₹ 300
YAARA DI KITCHEN,"Indian, Chinese","Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 299
RDX RELOADED,"Indian, Chinese","Safdarjung Enclave, Safdarjung Enclave",--,Too Few Ratings,₹ 500
Food Time,"Chinese, Indian","Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 200
Kitchen 65,"Fast Food, Snacks","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200
Sandwich Mcenza!,"Fast Food, Snacks","Ashok Vihar, Ashok Vihar",--,Too Few Ratings,₹ 150
PURANIDELHI6ZAIKA MUGHLAI FOODS,"North Indian, Chinese","Ashok Vihar, Ashok Vihar",--,Too Few Ratings,₹ 250
O pizza,Pizzas,"Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 200
Yo Anna Food,"South Indian, Beverages","South Campus, R.K Puram",--,Too Few Ratings,₹ 300
YAARA DI KITCHEN,"Indian, Chinese","Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 299
RDX RELOADED,"Indian, Chinese","Safdarjung Enclave, Safdarjung Enclave",--,Too Few Ratings,₹ 500
Food Time,"Chinese, Indian","Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 200
Kitchen 65,"Fast Food, Snacks","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200
Sandwich Mcenza!,"Fast Food, Snacks","Ashok Vihar, Ashok Vihar",--,Too Few Ratings,₹ 150
PURANIDELHI6ZAIKA MUGHLAI FOODS,"North Indian, Chinese","Ashok Vihar, Ashok Vihar",--,Too Few Ratings,₹ 250
O pizza,Pizzas,"Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 200
La mandarin,Chinese,"GTB Nagar, GTB Nagar",--,Too Few Ratings,₹ 300
Funky Paratha,"North Indian, Indian","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 250
Dady Cool Shake & Ice Cream Parlour,"Ice Cream, Desserts","GTB Nagar, GTB Nagar",--,Too Few Ratings,₹ 200
The Branch Cafe,"Italian, Asian","South Ex 2, South Extension Ii",--,Too Few Ratings,₹ 800
Old skool,Beverages,"GTB Nagar, GTB Nagar",--,Too Few Ratings,₹ 200
Gourmet Couch by ITC Hotels,"Indian, Italian","South Campus, Chanakyapuri",--,Too Few Ratings,₹ 1000
Negi Dhaba,North Indian,"Lajpat Nagar, Lajpat Nagar",--,Too Few Ratings,₹ 300
Shakes Haveli,"Beverages, Chaat","vijay nagar, Kalyan Vihar",--,Too Few Ratings,₹ 150
YO YO MOMOS,Tibetan,"Laxmi Nagar, Geeta Colony",--,Too Few Ratings,₹ 99
Nice Pizza Point,"Pizzas, Fast Food","Shahdara, Laxmi Nagar",--,Too Few Ratings,₹ 300
Yo Anna Food,"South Indian, Beverages","South Campus, R.K Puram",--,Too Few Ratings,₹ 300
YAARA DI KITCHEN,"Indian, Chinese","Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 299
RDX RELOADED,"Indian, Chinese","Safdarjung Enclave, Safdarjung Enclave",--,Too Few Ratings,₹ 500
Food Time,"Chinese, Indian","Mayur Vihar, Mayur Vihar",--,Too Few Ratings,₹ 200
Kitchen 65,"Fast Food, Snacks","Laxmi Nagar, Laxmi Nagar",--,Too Few Ratings,₹ 200
Sandwich Mcenza!,"Fast Food, Snacks","Ashok Vihar, Ashok Vihar",--,Too Few Ratings,₹ 150
